,Date,Start,Visitor,VisitorPTS,Home,HomePTS
950,Mon Mar 10 2014,8:00 pm,Orlando Magic,98,Milwaukee Bucks,105
951,Mon Mar 10 2014,7:30 pm,Philadelphia 76ers,110,New York Knicks,123
952,Mon Mar 10 2014,9:00 pm,Atlanta Hawks,112,Utah Jazz,110
953,Tue Mar 11 2014,8:00 pm,San Antonio Spurs,104,Chicago Bulls,96
954,Tue Mar 11 2014,7:30 pm,Sacramento Kings,89,Detroit Pistons,99
955,Tue Mar 11 2014,10:30 pm,Dallas Mavericks,85,Golden State Warriors,108
956,Tue Mar 11 2014,7:00 pm,Boston Celtics,83,Indiana Pacers,94
957,Tue Mar 11 2014,8:00 pm,Portland Trail Blazers,99,Memphis Grizzlies,109
958,Tue Mar 11 2014,8:00 pm,Milwaukee Bucks,101,Minnesota Timberwolves,112
959,Tue Mar 11 2014,8:00 pm,Houston Rockets,98,Oklahoma City Thunder,106
960,Wed Mar 12 2014,7:30 pm,New York Knicks,116,Boston Celtics,92
961,Wed Mar 12 2014,10:30 pm,Golden State Warriors,98,Los Angeles Clippers,111
962,Wed Mar 12 2014,7:00 pm,Brooklyn Nets,96,Miami Heat,95
963,Wed Mar 12 2014,8:00 pm,Memphis Grizzlies,90,New Orleans Pelicans,88
964,Wed Mar 12 2014,7:00 pm,Denver Nuggets,120,Orlando Magic,112
965,Wed Mar 12 2014,7:00 pm,Sacramento Kings,115,Philadelphia 76ers,98
966,Wed Mar 12 2014,10:00 pm,Cleveland Cavaliers,110,Phoenix Suns,101
967,Wed Mar 12 2014,9:30 pm,Portland Trail Blazers,90,San Antonio Spurs,103
968,Wed Mar 12 2014,7:00 pm,Detroit Pistons,87,Toronto Raptors,101
969,Wed Mar 12 2014,9:00 pm,Dallas Mavericks,108,Utah Jazz,101
970,Wed Mar 12 2014,7:00 pm,Charlotte Bobcats,98,Washington Wizards,85
971,Thu Mar 13 2014,7:30 pm,Milwaukee Bucks,97,Atlanta Hawks,102
972,Thu Mar 13 2014,7:00 pm,Houston Rockets,87,Chicago Bulls,111
973,Thu Mar 13 2014,9:30 pm,Los Angeles Lakers,102,Oklahoma City Thunder,131
974,Fri Mar 14 2014,7:30 pm,Phoenix Suns,87,Boston Celtics,80
975,Fri Mar 14 2014,7:00 pm,Minnesota Timberwolves,93,Charlotte Bobcats,105
976,Fri Mar 14 2014,10:30 pm,Cleveland Cavaliers,103,Golden State Warriors,94
977,Fri Mar 14 2014,7:30 pm,Denver Nuggets,111,Miami Heat,107
978,Fri Mar 14 2014,8:00 pm,Portland Trail Blazers,111,New Orleans Pelicans,103
979,Fri Mar 14 2014,7:00 pm,Washington Wizards,105,Orlando Magic,101
980,Fri Mar 14 2014,7:00 pm,Indiana Pacers,101,Philadelphia 76ers,94
981,Fri Mar 14 2014,8:30 pm,Los Angeles Lakers,85,San Antonio Spurs,119
982,Fri Mar 14 2014,7:00 pm,Memphis Grizzlies,86,Toronto Raptors,99
983,Fri Mar 14 2014,9:00 pm,Los Angeles Clippers,96,Utah Jazz,87
984,Sat Mar 15 2014,7:30 pm,Denver Nuggets,92,Atlanta Hawks,97
985,Sat Mar 15 2014,8:00 pm,Sacramento Kings,87,Chicago Bulls,94
986,Sat Mar 15 2014,7:30 pm,Indiana Pacers,112,Detroit Pistons,104
987,Sat Mar 15 2014,12:00 am,Milwaukee Bucks,94,New York Knicks,115
988,Sat Mar 15 2014,7:30 pm,Memphis Grizzlies,103,Philadelphia 76ers,77
989,Sat Mar 15 2014,7:00 pm,Brooklyn Nets,94,Washington Wizards,101
990,Sun Mar 16 2014,9:30 pm,Cleveland Cavaliers,80,Los Angeles Clippers,102
991,Sun Mar 16 2014,3:30 pm,Houston Rockets,104,Miami Heat,113
992,Sun Mar 16 2014,1:00 pm,Charlotte Bobcats,101,Milwaukee Bucks,92
993,Sun Mar 16 2014,7:00 pm,Sacramento Kings,102,Minnesota Timberwolves,104
994,Sun Mar 16 2014,6:00 pm,Boston Celtics,120,New Orleans Pelicans,121
995,Sun Mar 16 2014,7:00 pm,Dallas Mavericks,109,Oklahoma City Thunder,86
996,Sun Mar 16 2014,9:00 pm,Golden State Warriors,113,Portland Trail Blazers,112
997,Sun Mar 16 2014,7:00 pm,Utah Jazz,104,San Antonio Spurs,122
998,Sun Mar 16 2014,1:00 pm,Phoenix Suns,121,Toronto Raptors,113
999,Mon Mar 17 2014,7:30 pm,Phoenix Suns,95,Brooklyn Nets,108
1000,Mon Mar 17 2014,7:00 pm,Atlanta Hawks,97,Charlotte Bobcats,83
1001,Mon Mar 17 2014,8:00 pm,Oklahoma City Thunder,97,Chicago Bulls,85
1002,Mon Mar 17 2014,8:30 pm,Boston Celtics,89,Dallas Mavericks,94
1003,Mon Mar 17 2014,10:30 pm,Los Angeles Clippers,100,Denver Nuggets,110
1004,Mon Mar 17 2014,8:00 pm,Utah Jazz,86,Houston Rockets,124
1005,Mon Mar 17 2014,7:00 pm,Philadelphia 76ers,90,Indiana Pacers,99
1006,Tue Mar 18 2014,7:30 pm,Toronto Raptors,113,Atlanta Hawks,118
1007,Tue Mar 18 2014,7:00 pm,Miami Heat,100,Cleveland Cavaliers,96
1008,Tue Mar 18 2014,10:30 pm,Orlando Magic,89,Golden State Warriors,103
1009,Tue Mar 18 2014,10:00 pm,Milwaukee Bucks,115,Portland Trail Blazers,120
1010,Tue Mar 18 2014,10:00 pm,Washington Wizards,111,Sacramento Kings,117
1011,Wed Mar 19 2014,7:30 pm,Miami Heat,96,Boston Celtics,101
1012,Wed Mar 19 2014,7:30 pm,Charlotte Bobcats,99,Brooklyn Nets,104
1013,Wed Mar 19 2014,8:30 pm,Minnesota Timberwolves,123,Dallas Mavericks,122
1014,Wed Mar 19 2014,9:00 pm,Detroit Pistons,109,Denver Nuggets,118
1015,Wed Mar 19 2014,10:30 pm,San Antonio Spurs,125,Los Angeles Lakers,109
1016,Wed Mar 19 2014,8:00 pm,Utah Jazz,86,Memphis Grizzlies,96
1017,Wed Mar 19 2014,8:00 pm,Toronto Raptors,107,New Orleans Pelicans,100
1018,Wed Mar 19 2014,8:00 pm,Indiana Pacers,86,New York Knicks,92
1019,Wed Mar 19 2014,7:00 pm,Chicago Bulls,102,Philadelphia 76ers,94
1020,Wed Mar 19 2014,10:00 pm,Orlando Magic,93,Phoenix Suns,109
1021,Thu Mar 20 2014,7:00 pm,Oklahoma City Thunder,102,Cleveland Cavaliers,95
1022,Thu Mar 20 2014,10:30 pm,Milwaukee Bucks,110,Golden State Warriors,115
1023,Thu Mar 20 2014,8:00 pm,Minnesota Timberwolves,106,Houston Rockets,129
1024,Thu Mar 20 2014,10:00 pm,Washington Wizards,103,Portland Trail Blazers,116
1025,Fri Mar 21 2014,7:30 pm,New Orleans Pelicans,111,Atlanta Hawks,105
1026,Fri Mar 21 2014,7:30 pm,Boston Celtics,98,Brooklyn Nets,114
1027,Fri Mar 21 2014,8:30 pm,Denver Nuggets,106,Dallas Mavericks,122
1028,Fri Mar 21 2014,7:00 pm,Chicago Bulls,79,Indiana Pacers,91
1029,Fri Mar 21 2014,10:30 pm,Washington Wizards,117,Los Angeles Lakers,107
1030,Fri Mar 21 2014,7:30 pm,Memphis Grizzlies,86,Miami Heat,91
1031,Fri Mar 21 2014,7:00 pm,New York Knicks,93,Philadelphia 76ers,92
1032,Fri Mar 21 2014,10:00 pm,Detroit Pistons,92,Phoenix Suns,98
1033,Fri Mar 21 2014,10:00 pm,San Antonio Spurs,99,Sacramento Kings,79
1034,Fri Mar 21 2014,7:00 pm,Oklahoma City Thunder,119,Toronto Raptors,118
1035,Sat Mar 22 2014,7:00 pm,Portland Trail Blazers,94,Charlotte Bobcats,124
1036,Sat Mar 22 2014,8:00 pm,Philadelphia 76ers,81,Chicago Bulls,91
1037,Sat Mar 22 2014,7:30 pm,Houston Rockets,118,Cleveland Cavaliers,111
1038,Sat Mar 22 2014,10:30 pm,San Antonio Spurs,99,Golden State Warriors,90
1039,Sat Mar 22 2014,10:30 pm,Detroit Pistons,103,Los Angeles Clippers,112
1040,Sat Mar 22 2014,8:00 pm,Indiana Pacers,71,Memphis Grizzlies,82
1041,Sat Mar 22 2014,8:00 pm,Miami Heat,95,New Orleans Pelicans,105
1042,Sat Mar 22 2014,9:00 pm,Orlando Magic,88,Utah Jazz,89
1043,Sun Mar 23 2014,7:30 pm,Brooklyn Nets,107,Dallas Mavericks,104
1044,Sun Mar 23 2014,5:00 pm,Washington Wizards,102,Denver Nuggets,105
1045,Sun Mar 23 2014,9:30 pm,Orlando Magic,94,Los Angeles Lakers,103
1046,Sun Mar 23 2014,3:30 pm,Phoenix Suns,127,Minnesota Timberwolves,120
1047,Sun Mar 23 2014,7:30 pm,Cleveland Cavaliers,106,New York Knicks,100
1048,Sun Mar 23 2014,6:00 pm,Milwaukee Bucks,107,Sacramento Kings,124
1049,Sun Mar 23 2014,1:00 pm,Atlanta Hawks,86,Toronto Raptors,96
1050,Mon Mar 24 2014,7:30 pm,Phoenix Suns,102,Atlanta Hawks,95
1051,Mon Mar 24 2014,7:00 pm,Houston Rockets,100,Charlotte Bobcats,89
1052,Mon Mar 24 2014,8:00 pm,Indiana Pacers,77,Chicago Bulls,89
1053,Mon Mar 24 2014,10:30 pm,Milwaukee Bucks,98,Los Angeles Clippers,106
1054,Mon Mar 24 2014,8:00 pm,Minnesota Timberwolves,92,Memphis Grizzlies,109
1055,Mon Mar 24 2014,7:30 pm,Portland Trail Blazers,91,Miami Heat,93
1056,Mon Mar 24 2014,8:00 pm,Brooklyn Nets,104,New Orleans Pelicans,109
1057,Mon Mar 24 2014,8:00 pm,Denver Nuggets,96,Oklahoma City Thunder,117
1058,Mon Mar 24 2014,8:30 pm,Philadelphia 76ers,91,San Antonio Spurs,113
1059,Mon Mar 24 2014,9:00 pm,Detroit Pistons,114,Utah Jazz,94
1060,Tue Mar 25 2014,7:00 pm,Toronto Raptors,100,Cleveland Cavaliers,102
1061,Tue Mar 25 2014,8:00 pm,Oklahoma City Thunder,119,Dallas Mavericks,128
1062,Tue Mar 25 2014,10:30 pm,New York Knicks,96,Los Angeles Lakers,127
1063,Tue Mar 25 2014,7:00 pm,Portland Trail Blazers,85,Orlando Magic,95
1064,Wed Mar 26 2014,7:30 pm,Toronto Raptors,99,Boston Celtics,90
1065,Wed Mar 26 2014,7:00 pm,Brooklyn Nets,111,Charlotte Bobcats,116
1066,Wed Mar 26 2014,7:30 pm,Cleveland Cavaliers,97,Detroit Pistons,96
1067,Wed Mar 26 2014,8:00 pm,Miami Heat,83,Indiana Pacers,84
1068,Wed Mar 26 2014,8:00 pm,Atlanta Hawks,83,Minnesota Timberwolves,107
1069,Wed Mar 26 2014,8:00 pm,Los Angeles Clippers,96,New Orleans Pelicans,98
1070,Wed Mar 26 2014,10:00 pm,New York Knicks,107,Sacramento Kings,99
1071,Wed Mar 26 2014,8:30 pm,Denver Nuggets,103,San Antonio Spurs,108
1072,Wed Mar 26 2014,10:30 pm,Memphis Grizzlies,91,Utah Jazz,87
1073,Wed Mar 26 2014,7:00 pm,Phoenix Suns,99,Washington Wizards,93
1074,Thu Mar 27 2014,7:30 pm,Portland Trail Blazers,100,Atlanta Hawks,85
1075,Thu Mar 27 2014,8:30 pm,Los Angeles Clippers,109,Dallas Mavericks,103
1076,Thu Mar 27 2014,8:00 pm,Philadelphia 76ers,98,Houston Rockets,120
1077,Thu Mar 27 2014,8:00 pm,Los Angeles Lakers,105,Milwaukee Bucks,108
1078,Fri Mar 28 2014,7:30 pm,Cleveland Cavaliers,97,Brooklyn Nets,108
1079,Fri Mar 28 2014,8:00 pm,Portland Trail Blazers,91,Chicago Bulls,74
1080,Fri Mar 28 2014,9:00 pm,San Antonio Spurs,133,Denver Nuggets,102
1081,Fri Mar 28 2014,7:30 pm,Miami Heat,110,Detroit Pistons,78
1082,Fri Mar 28 2014,10:30 pm,Memphis Grizzlies,93,Golden State Warriors,100
1083,Fri Mar 28 2014,8:00 pm,Los Angeles Lakers,107,Minnesota Timberwolves,143
1084,Fri Mar 28 2014,8:00 pm,Utah Jazz,95,New Orleans Pelicans,102
1085,Fri Mar 28 2014,8:00 pm,Sacramento Kings,81,Oklahoma City Thunder,94
1086,Fri Mar 28 2014,7:00 pm,Charlotte Bobcats,105,Orlando Magic,110
1087,Fri Mar 28 2014,10:00 pm,New York Knicks,88,Phoenix Suns,112
1088,Fri Mar 28 2014,7:00 pm,Boston Celtics,103,Toronto Raptors,105
1089,Fri Mar 28 2014,7:00 pm,Indiana Pacers,78,Washington Wizards,91
1090,Sat Mar 29 2014,8:30 pm,Sacramento Kings,100,Dallas Mavericks,103
1091,Sat Mar 29 2014,8:00 pm,Los Angeles Clippers,118,Houston Rockets,107
1092,Sat Mar 29 2014,8:30 pm,Miami Heat,88,Milwaukee Bucks,67
1093,Sat Mar 29 2014,7:30 pm,Detroit Pistons,98,Philadelphia 76ers,123
1094,Sat Mar 29 2014,8:30 pm,New Orleans Pelicans,80,San Antonio Spurs,96
1095,Sat Mar 29 2014,8:00 pm,Atlanta Hawks,97,Washington Wizards,101
1096,Sun Mar 30 2014,7:00 pm,Chicago Bulls,107,Boston Celtics,102
1097,Sun Mar 30 2014,6:00 pm,Minnesota Timberwolves,99,Brooklyn Nets,114
1098,Sun Mar 30 2014,3:00 pm,Indiana Pacers,76,Cleveland Cavaliers,90
1099,Sun Mar 30 2014,9:00 pm,New York Knicks,89,Golden State Warriors,84
1100,Sun Mar 30 2014,9:30 pm,Phoenix Suns,99,Los Angeles Lakers,115
1101,Sun Mar 30 2014,3:00 pm,Utah Jazz,96,Oklahoma City Thunder,116
1102,Sun Mar 30 2014,6:00 pm,Toronto Raptors,98,Orlando Magic,93
1103,Sun Mar 30 2014,9:00 pm,Memphis Grizzlies,98,Portland Trail Blazers,105
1104,Mon Mar 31 2014,7:30 pm,Philadelphia 76ers,95,Atlanta Hawks,103
1105,Mon Mar 31 2014,7:00 pm,Washington Wizards,94,Charlotte Bobcats,100
1106,Mon Mar 31 2014,8:00 pm,Boston Celtics,80,Chicago Bulls,94
1107,Mon Mar 31 2014,9:00 pm,Memphis Grizzlies,94,Denver Nuggets,92
1108,Mon Mar 31 2014,7:30 pm,Milwaukee Bucks,111,Detroit Pistons,116
1109,Mon Mar 31 2014,7:00 pm,San Antonio Spurs,103,Indiana Pacers,77
1110,Mon Mar 31 2014,7:30 pm,Toronto Raptors,83,Miami Heat,93
1111,Mon Mar 31 2014,8:00 pm,Los Angeles Clippers,114,Minnesota Timberwolves,104
1112,Mon Mar 31 2014,8:00 pm,Sacramento Kings,102,New Orleans Pelicans,97
1113,Mon Mar 31 2014,9:00 pm,New York Knicks,92,Utah Jazz,83
1115,Tue Apr 1 2014,8:00 pm,Houston Rockets,96,Brooklyn Nets,105
1116,Tue Apr 1 2014,8:30 pm,Golden State Warriors,122,Dallas Mavericks,120
1117,Tue Apr 1 2014,10:30 pm,Portland Trail Blazers,124,Los Angeles Lakers,112
1118,Wed Apr 2 2014,7:30 pm,Chicago Bulls,105,Atlanta Hawks,92
1119,Wed Apr 2 2014,9:00 pm,New Orleans Pelicans,107,Denver Nuggets,137
1120,Wed Apr 2 2014,7:00 pm,Detroit Pistons,94,Indiana Pacers,101
1121,Wed Apr 2 2014,7:30 pm,Milwaukee Bucks,77,Miami Heat,96
1122,Wed Apr 2 2014,8:00 pm,Memphis Grizzlies,88,Minnesota Timberwolves,102
1123,Wed Apr 2 2014,7:00 pm,Brooklyn Nets,81,New York Knicks,110
1124,Wed Apr 2 2014,7:00 pm,Cleveland Cavaliers,119,Orlando Magic,98
1125,Wed Apr 2 2014,7:00 pm,Charlotte Bobcats,123,Philadelphia 76ers,93
1126,Wed Apr 2 2014,10:00 pm,Los Angeles Clippers,112,Phoenix Suns,108
1127,Wed Apr 2 2014,10:00 pm,Los Angeles Lakers,102,Sacramento Kings,107
1128,Wed Apr 2 2014,8:30 pm,Golden State Warriors,90,San Antonio Spurs,111
1129,Wed Apr 2 2014,7:00 pm,Houston Rockets,103,Toronto Raptors,107
1130,Wed Apr 2 2014,7:00 pm,Boston Celtics,92,Washington Wizards,118
1131,Thu Apr 3 2014,10:30 pm,Dallas Mavericks,113,Los Angeles Clippers,107
1132,Thu Apr 3 2014,8:00 pm,San Antonio Spurs,94,Oklahoma City Thunder,106
1133,Fri Apr 4 2014,7:30 pm,Cleveland Cavaliers,98,Atlanta Hawks,117
1134,Fri Apr 4 2014,7:30 pm,Philadelphia 76ers,111,Boston Celtics,102
1135,Fri Apr 4 2014,7:30 pm,Detroit Pistons,104,Brooklyn Nets,116
1136,Fri Apr 4 2014,7:00 pm,Orlando Magic,80,Charlotte Bobcats,91
1137,Fri Apr 4 2014,8:00 pm,Milwaukee Bucks,90,Chicago Bulls,102
1138,Fri Apr 4 2014,10:30 pm,Sacramento Kings,69,Golden State Warriors,102
1139,Fri Apr 4 2014,9:30 pm,Oklahoma City Thunder,107,Houston Rockets,111
1140,Fri Apr 4 2014,10:30 pm,Dallas Mavericks,107,Los Angeles Lakers,95
1141,Fri Apr 4 2014,7:00 pm,Denver Nuggets,92,Memphis Grizzlies,100
1142,Fri Apr 4 2014,7:30 pm,Minnesota Timberwolves,122,Miami Heat,121
1143,Fri Apr 4 2014,7:30 pm,Washington Wizards,90,New York Knicks,89
1144,Fri Apr 4 2014,10:00 pm,Phoenix Suns,109,Portland Trail Blazers,93
1145,Fri Apr 4 2014,7:00 pm,Indiana Pacers,94,Toronto Raptors,102
1146,Fri Apr 4 2014,9:00 pm,New Orleans Pelicans,96,Utah Jazz,100
1147,Sat Apr 5 2014,7:30 pm,Charlotte Bobcats,96,Cleveland Cavaliers,94
1148,Sat Apr 5 2014,7:30 pm,Boston Celtics,111,Detroit Pistons,115
1149,Sat Apr 5 2014,8:30 pm,Toronto Raptors,102,Milwaukee Bucks,98
1150,Sat Apr 5 2014,7:00 pm,Minnesota Timberwolves,92,Orlando Magic,100
1151,Sat Apr 5 2014,7:30 pm,Brooklyn Nets,105,Philadelphia 76ers,101
1152,Sat Apr 5 2014,7:00 pm,Chicago Bulls,96,Washington Wizards,78
1153,Sun Apr 6 2014,9:00 pm,Utah Jazz,102,Golden State Warriors,130
1154,Sun Apr 6 2014,7:00 pm,Denver Nuggets,125,Houston Rockets,130
1155,Sun Apr 6 2014,6:00 pm,Atlanta Hawks,107,Indiana Pacers,88
1156,Sun Apr 6 2014,3:30 pm,Los Angeles Lakers,97,Los Angeles Clippers,120
1157,Sun Apr 6 2014,1:00 pm,New York Knicks,91,Miami Heat,102
1158,Sun Apr 6 2014,9:00 pm,Oklahoma City Thunder,115,Phoenix Suns,122
1159,Sun Apr 6 2014,9:00 pm,New Orleans Pelicans,94,Portland Trail Blazers,100
1160,Sun Apr 6 2014,6:00 pm,Dallas Mavericks,93,Sacramento Kings,91
1161,Sun Apr 6 2014,7:00 pm,Memphis Grizzlies,92,San Antonio Spurs,112
1162,Tue Apr 8 2014,7:30 pm,Detroit Pistons,102,Atlanta Hawks,95
1163,Tue Apr 8 2014,10:30 pm,Houston Rockets,145,Los Angeles Lakers,130
1164,Tue Apr 8 2014,8:00 pm,Brooklyn Nets,88,Miami Heat,87
1165,Tue Apr 8 2014,8:00 pm,San Antonio Spurs,91,Minnesota Timberwolves,110
1166,Tue Apr 8 2014,10:00 pm,Oklahoma City Thunder,107,Sacramento Kings,92
1167,Tue Apr 8 2014,9:00 pm,Dallas Mavericks,95,Utah Jazz,83
1168,Wed Apr 9 2014,7:30 pm,Boston Celtics,97,Atlanta Hawks,105
1169,Wed Apr 9 2014,7:00 pm,Detroit Pistons,100,Cleveland Cavaliers,122
1170,Wed Apr 9 2014,9:00 pm,Houston Rockets,116,Denver Nuggets,123
1171,Wed Apr 9 2014,10:30 pm,Oklahoma City Thunder,107,Los Angeles Clippers,101
1172,Wed Apr 9 2014,8:00 pm,Miami Heat,102,Memphis Grizzlies,107
1173,Wed Apr 9 2014,8:00 pm,Indiana Pacers,104,Milwaukee Bucks,102
1174,Wed Apr 9 2014,8:00 pm,Chicago Bulls,102,Minnesota Timberwolves,87
1175,Wed Apr 9 2014,8:00 pm,Phoenix Suns,94,New Orleans Pelicans,88
1176,Wed Apr 9 2014,7:00 pm,Brooklyn Nets,111,Orlando Magic,115
1177,Wed Apr 9 2014,10:00 pm,Sacramento Kings,99,Portland Trail Blazers,100
1178,Wed Apr 9 2014,7:00 pm,Philadelphia 76ers,114,Toronto Raptors,125
1179,Wed Apr 9 2014,7:00 pm,Charlotte Bobcats,94,Washington Wizards,88
1180,Thu Apr 10 2014,8:00 pm,San Antonio Spurs,109,Dallas Mavericks,100
1181,Thu Apr 10 2014,10:30 pm,Denver Nuggets,100,Golden State Warriors,99
1182,Fri Apr 11 2014,7:30 pm,Charlotte Bobcats,103,Boston Celtics,106
1183,Fri Apr 11 2014,7:30 pm,Atlanta Hawks,93,Brooklyn Nets,88
1184,Fri Apr 11 2014,8:00 pm,Detroit Pistons,98,Chicago Bulls,106
1185,Fri Apr 11 2014,10:30 pm,Golden State Warriors,112,Los Angeles Lakers,95
1186,Fri Apr 11 2014,8:00 pm,Philadelphia 76ers,95,Memphis Grizzlies,117
1187,Fri Apr 11 2014,7:30 pm,Indiana Pacers,86,Miami Heat,98
1188,Fri Apr 11 2014,8:30 pm,Cleveland Cavaliers,116,Milwaukee Bucks,119
1189,Fri Apr 11 2014,8:00 pm,Houston Rockets,110,Minnesota Timberwolves,112
1190,Fri Apr 11 2014,8:00 pm,New Orleans Pelicans,94,Oklahoma City Thunder,116
1191,Fri Apr 11 2014,7:00 pm,Washington Wizards,96,Orlando Magic,86
1192,Fri Apr 11 2014,8:30 pm,Phoenix Suns,104,San Antonio Spurs,112
1193,Fri Apr 11 2014,7:00 pm,New York Knicks,108,Toronto Raptors,100
1194,Fri Apr 11 2014,9:00 pm,Portland Trail Blazers,111,Utah Jazz,99
1195,Sat Apr 12 2014,7:30 pm,Miami Heat,85,Atlanta Hawks,98
1196,Sat Apr 12 2014,7:00 pm,Philadelphia 76ers,105,Charlotte Bobcats,111
1197,Sat Apr 12 2014,7:30 pm,Boston Celtics,111,Cleveland Cavaliers,99
1198,Sat Apr 12 2014,8:30 pm,Phoenix Suns,98,Dallas Mavericks,101
1199,Sat Apr 12 2014,9:00 pm,Utah Jazz,94,Denver Nuggets,101
1200,Sat Apr 12 2014,8:00 pm,New Orleans Pelicans,104,Houston Rockets,111
1201,Sat Apr 12 2014,3:30 pm,Sacramento Kings,101,Los Angeles Clippers,117
1202,Sat Apr 12 2014,7:00 pm,Milwaukee Bucks,91,Washington Wizards,104
1203,Sun Apr 13 2014,6:00 pm,Orlando Magic,88,Brooklyn Nets,97
1204,Sun Apr 13 2014,3:30 pm,Toronto Raptors,116,Detroit Pistons,107
1205,Sun Apr 13 2014,1:00 pm,Oklahoma City Thunder,97,Indiana Pacers,102
1206,Sun Apr 13 2014,9:30 pm,Memphis Grizzlies,102,Los Angeles Lakers,90
1207,Sun Apr 13 2014,7:30 pm,Chicago Bulls,89,New York Knicks,100
1208,Sun Apr 13 2014,9:00 pm,Golden State Warriors,117,Portland Trail Blazers,119
1209,Sun Apr 13 2014,9:00 pm,Minnesota Timberwolves,103,Sacramento Kings,106
1210,Mon Apr 14 2014,7:30 pm,Charlotte Bobcats,95,Atlanta Hawks,93
1211,Mon Apr 14 2014,8:00 pm,Orlando Magic,95,Chicago Bulls,108
1212,Mon Apr 14 2014,10:30 pm,Minnesota Timberwolves,120,Golden State Warriors,130
1213,Mon Apr 14 2014,8:00 pm,San Antonio Spurs,98,Houston Rockets,104
1214,Mon Apr 14 2014,8:00 pm,Oklahoma City Thunder,89,New Orleans Pelicans,101
1215,Mon Apr 14 2014,7:00 pm,Boston Celtics,108,Philadelphia 76ers,113
1216,Mon Apr 14 2014,10:00 pm,Memphis Grizzlies,97,Phoenix Suns,91
1217,Mon Apr 14 2014,7:00 pm,Milwaukee Bucks,100,Toronto Raptors,110
1218,Mon Apr 14 2014,9:00 pm,Los Angeles Lakers,119,Utah Jazz,104
1219,Mon Apr 14 2014,7:00 pm,Miami Heat,93,Washington Wizards,114
1220,Tue Apr 15 2014,8:00 pm,New York Knicks,109,Brooklyn Nets,98
1221,Tue Apr 15 2014,10:30 pm,Denver Nuggets,105,Los Angeles Clippers,117
1222,Wed Apr 16 2014,8:00 pm,Washington Wizards,118,Boston Celtics,102
1223,Wed Apr 16 2014,7:00 pm,Chicago Bulls,86,Charlotte Bobcats,91
1224,Wed Apr 16 2014,8:00 pm,Brooklyn Nets,85,Cleveland Cavaliers,114
1225,Wed Apr 16 2014,10:30 pm,Golden State Warriors,116,Denver Nuggets,112
1226,Wed Apr 16 2014,8:00 pm,Dallas Mavericks,105,Memphis Grizzlies,106
1227,Wed Apr 16 2014,8:00 pm,Philadelphia 76ers,100,Miami Heat,87
1228,Wed Apr 16 2014,8:00 pm,Atlanta Hawks,111,Milwaukee Bucks,103
1229,Wed Apr 16 2014,8:00 pm,Utah Jazz,136,Minnesota Timberwolves,130
1230,Wed Apr 16 2014,8:00 pm,Houston Rockets,100,New Orleans Pelicans,105
1231,Wed Apr 16 2014,8:00 pm,Toronto Raptors,92,New York Knicks,95
1232,Wed Apr 16 2014,8:00 pm,Detroit Pistons,111,Oklahoma City Thunder,112
1233,Wed Apr 16 2014,7:00 pm,Indiana Pacers,101,Orlando Magic,86
1234,Wed Apr 16 2014,10:30 pm,Los Angeles Clippers,104,Portland Trail Blazers,110
1235,Wed Apr 16 2014,10:30 pm,Phoenix Suns,104,Sacramento Kings,99
1236,Wed Apr 16 2014,8:00 pm,Los Angeles Lakers,113,San Antonio Spurs,100
