,Date,Start,Visitor,VisitorPTS,Home,HomePTS
317,Tue Dec 10 2013,10:30 pm,Phoenix Suns,114,Los Angeles Lakers,108
318,Tue Dec 10 2013,7:00 pm,San Antonio Spurs,116,Toronto Raptors,103
319,Wed Dec 11 2013,7:30 pm,Los Angeles Clippers,96,Boston Celtics,88
320,Wed Dec 11 2013,7:00 pm,Orlando Magic,92,Charlotte Bobcats,83
321,Wed Dec 11 2013,10:30 pm,Dallas Mavericks,93,Golden State Warriors,95
322,Wed Dec 11 2013,8:00 pm,Oklahoma City Thunder,116,Memphis Grizzlies,100
323,Wed Dec 11 2013,8:00 pm,San Antonio Spurs,109,Milwaukee Bucks,77
324,Wed Dec 11 2013,8:00 pm,Philadelphia 76ers,99,Minnesota Timberwolves,106
325,Wed Dec 11 2013,8:00 pm,Detroit Pistons,106,New Orleans Pelicans,111
326,Wed Dec 11 2013,8:00 pm,Chicago Bulls,78,New York Knicks,83
327,Wed Dec 11 2013,10:00 pm,Utah Jazz,122,Sacramento Kings,101
328,Thu Dec 12 2013,8:00 pm,Los Angeles Clippers,93,Brooklyn Nets,102
329,Thu Dec 12 2013,10:30 pm,Houston Rockets,104,Portland Trail Blazers,111
330,Fri Dec 13 2013,7:30 pm,Washington Wizards,99,Atlanta Hawks,101
331,Fri Dec 13 2013,7:30 pm,New York Knicks,86,Boston Celtics,90
332,Fri Dec 13 2013,9:00 pm,Utah Jazz,103,Denver Nuggets,93
333,Fri Dec 13 2013,7:30 pm,Brooklyn Nets,99,Detroit Pistons,103
334,Fri Dec 13 2013,10:30 pm,Houston Rockets,116,Golden State Warriors,112
335,Fri Dec 13 2013,7:00 pm,Charlotte Bobcats,94,Indiana Pacers,99
336,Fri Dec 13 2013,8:30 pm,Chicago Bulls,91,Milwaukee Bucks,90
337,Fri Dec 13 2013,8:00 pm,Memphis Grizzlies,98,New Orleans Pelicans,104
338,Fri Dec 13 2013,8:00 pm,Los Angeles Lakers,97,Oklahoma City Thunder,122
339,Fri Dec 13 2013,7:00 pm,Cleveland Cavaliers,109,Orlando Magic,100
340,Fri Dec 13 2013,9:00 pm,Sacramento Kings,107,Phoenix Suns,116
341,Fri Dec 13 2013,8:30 pm,Minnesota Timberwolves,110,San Antonio Spurs,117
342,Fri Dec 13 2013,7:00 pm,Philadelphia 76ers,100,Toronto Raptors,108
343,Sat Dec 14 2013,7:00 pm,Los Angeles Lakers,88,Charlotte Bobcats,85
344,Sat Dec 14 2013,8:00 pm,Toronto Raptors,99,Chicago Bulls,77
345,Sat Dec 14 2013,8:30 pm,Milwaukee Bucks,93,Dallas Mavericks,106
346,Sat Dec 14 2013,7:30 pm,Cleveland Cavaliers,107,Miami Heat,114
347,Sat Dec 14 2013,7:30 pm,Atlanta Hawks,106,New York Knicks,111
348,Sat Dec 14 2013,8:00 pm,Portland Trail Blazers,139,Philadelphia 76ers,105
349,Sat Dec 14 2013,9:00 pm,San Antonio Spurs,100,Utah Jazz,84
350,Sat Dec 14 2013,7:00 pm,Los Angeles Clippers,113,Washington Wizards,97
351,Sun Dec 15 2013,8:00 pm,New Orleans Pelicans,93,Denver Nuggets,102
352,Sun Dec 15 2013,6:00 pm,Portland Trail Blazers,111,Detroit Pistons,109
353,Sun Dec 15 2013,6:00 pm,Minnesota Timberwolves,101,Memphis Grizzlies,93
354,Sun Dec 15 2013,7:00 pm,Orlando Magic,98,Oklahoma City Thunder,101
355,Sun Dec 15 2013,8:00 pm,Golden State Warriors,102,Phoenix Suns,106
356,Sun Dec 15 2013,6:00 pm,Houston Rockets,91,Sacramento Kings,106
357,Mon Dec 16 2013,7:30 pm,Los Angeles Lakers,100,Atlanta Hawks,114
358,Mon Dec 16 2013,7:30 pm,Minnesota Timberwolves,97,Boston Celtics,101
359,Mon Dec 16 2013,7:30 pm,Philadelphia 76ers,94,Brooklyn Nets,130
360,Mon Dec 16 2013,8:00 pm,Orlando Magic,83,Chicago Bulls,82
361,Mon Dec 16 2013,7:00 pm,Detroit Pistons,101,Indiana Pacers,96
362,Mon Dec 16 2013,10:30 pm,San Antonio Spurs,92,Los Angeles Clippers,115
363,Mon Dec 16 2013,7:30 pm,Utah Jazz,94,Miami Heat,117
364,Mon Dec 16 2013,7:30 pm,Washington Wizards,102,New York Knicks,101
365,Tue Dec 17 2013,7:00 pm,Sacramento Kings,87,Charlotte Bobcats,95
366,Tue Dec 17 2013,7:00 pm,Portland Trail Blazers,119,Cleveland Cavaliers,116
367,Tue Dec 17 2013,9:00 pm,Oklahoma City Thunder,105,Denver Nuggets,93
368,Tue Dec 17 2013,10:30 pm,New Orleans Pelicans,93,Golden State Warriors,104
369,Tue Dec 17 2013,8:00 pm,Los Angeles Lakers,96,Memphis Grizzlies,92
370,Wed Dec 18 2013,7:30 pm,Sacramento Kings,107,Atlanta Hawks,124
371,Wed Dec 18 2013,7:30 pm,Detroit Pistons,107,Boston Celtics,106
372,Wed Dec 18 2013,7:30 pm,Washington Wizards,113,Brooklyn Nets,107
373,Wed Dec 18 2013,8:30 pm,Memphis Grizzlies,91,Dallas Mavericks,105
374,Wed Dec 18 2013,9:30 pm,Chicago Bulls,94,Houston Rockets,109
375,Wed Dec 18 2013,10:30 pm,New Orleans Pelicans,95,Los Angeles Clippers,108
376,Wed Dec 18 2013,7:00 pm,Indiana Pacers,94,Miami Heat,97
377,Wed Dec 18 2013,8:00 pm,New York Knicks,107,Milwaukee Bucks,101
378,Wed Dec 18 2013,8:00 pm,Portland Trail Blazers,109,Minnesota Timberwolves,120
379,Wed Dec 18 2013,7:00 pm,Utah Jazz,86,Orlando Magic,82
380,Wed Dec 18 2013,9:00 pm,San Antonio Spurs,108,Phoenix Suns,101
381,Wed Dec 18 2013,7:00 pm,Charlotte Bobcats,104,Toronto Raptors,102
382,Thu Dec 19 2013,10:30 pm,San Antonio Spurs,104,Golden State Warriors,102
383,Thu Dec 19 2013,8:00 pm,Chicago Bulls,95,Oklahoma City Thunder,107
384,Fri Dec 20 2013,7:30 pm,Utah Jazz,85,Atlanta Hawks,118
385,Fri Dec 20 2013,7:30 pm,Milwaukee Bucks,111,Cleveland Cavaliers,114
386,Fri Dec 20 2013,8:30 pm,Toronto Raptors,109,Dallas Mavericks,108
387,Fri Dec 20 2013,9:00 pm,Phoenix Suns,103,Denver Nuggets,99
388,Fri Dec 20 2013,7:30 pm,Charlotte Bobcats,116,Detroit Pistons,106
389,Fri Dec 20 2013,8:00 pm,Houston Rockets,81,Indiana Pacers,114
390,Fri Dec 20 2013,10:30 pm,Minnesota Timberwolves,91,Los Angeles Lakers,104
391,Fri Dec 20 2013,7:30 pm,Sacramento Kings,103,Miami Heat,122
392,Fri Dec 20 2013,7:00 pm,Brooklyn Nets,120,Philadelphia 76ers,121
393,Sat Dec 21 2013,1:00 pm,Washington Wizards,106,Boston Celtics,99
394,Sat Dec 21 2013,7:30 pm,Utah Jazz,88,Charlotte Bobcats,85
395,Sat Dec 21 2013,8:00 pm,Cleveland Cavaliers,84,Chicago Bulls,100
396,Sat Dec 21 2013,7:30 pm,Houston Rockets,114,Detroit Pistons,97
397,Sat Dec 21 2013,10:30 pm,Los Angeles Lakers,83,Golden State Warriors,102
398,Sat Dec 21 2013,10:30 pm,Denver Nuggets,91,Los Angeles Clippers,112
399,Sat Dec 21 2013,8:30 pm,Philadelphia 76ers,106,Milwaukee Bucks,116
400,Sat Dec 21 2013,12:00 am,Memphis Grizzlies,95,New York Knicks,87
401,Sat Dec 21 2013,7:00 pm,Sacramento Kings,105,Orlando Magic,100
402,Sat Dec 21 2013,9:00 pm,Dallas Mavericks,108,Phoenix Suns,123
403,Sat Dec 21 2013,10:00 pm,New Orleans Pelicans,107,Portland Trail Blazers,110
404,Sat Dec 21 2013,8:30 pm,Oklahoma City Thunder,113,San Antonio Spurs,100
405,Sun Dec 22 2013,6:00 pm,Boston Celtics,79,Indiana Pacers,106
406,Sun Dec 22 2013,9:30 pm,Minnesota Timberwolves,116,Los Angeles Clippers,120
407,Sun Dec 22 2013,7:00 pm,Toronto Raptors,104,Oklahoma City Thunder,98
408,Mon Dec 23 2013,7:30 pm,Indiana Pacers,103,Brooklyn Nets,86
409,Mon Dec 23 2013,7:00 pm,Milwaukee Bucks,110,Charlotte Bobcats,111
410,Mon Dec 23 2013,7:00 pm,Detroit Pistons,115,Cleveland Cavaliers,92
411,Mon Dec 23 2013,9:00 pm,Golden State Warriors,89,Denver Nuggets,81
412,Mon Dec 23 2013,8:00 pm,Dallas Mavericks,111,Houston Rockets,104
413,Mon Dec 23 2013,8:00 pm,Utah Jazz,94,Memphis Grizzlies,104
414,Mon Dec 23 2013,7:30 pm,Atlanta Hawks,119,Miami Heat,121
415,Mon Dec 23 2013,7:00 pm,New York Knicks,103,Orlando Magic,98
416,Mon Dec 23 2013,9:00 pm,Los Angeles Lakers,90,Phoenix Suns,117
417,Mon Dec 23 2013,10:00 pm,New Orleans Pelicans,113,Sacramento Kings,100
418,Mon Dec 23 2013,8:30 pm,Toronto Raptors,99,San Antonio Spurs,112
419,Wed Dec 25 2013,12:00 am,Chicago Bulls,95,Brooklyn Nets,78
420,Wed Dec 25 2013,10:30 pm,Los Angeles Clippers,103,Golden State Warriors,105
421,Wed Dec 25 2013,5:00 pm,Miami Heat,101,Los Angeles Lakers,95
422,Wed Dec 25 2013,2:30 pm,Oklahoma City Thunder,123,New York Knicks,94
423,Wed Dec 25 2013,8:00 pm,Houston Rockets,111,San Antonio Spurs,98
424,Thu Dec 26 2013,7:00 pm,Atlanta Hawks,127,Cleveland Cavaliers,125
425,Thu Dec 26 2013,8:30 pm,San Antonio Spurs,116,Dallas Mavericks,107
426,Thu Dec 26 2013,8:00 pm,Memphis Grizzlies,92,Houston Rockets,100
427,Thu Dec 26 2013,10:30 pm,Los Angeles Clippers,112,Portland Trail Blazers,116
428,Fri Dec 27 2013,7:30 pm,Milwaukee Bucks,93,Brooklyn Nets,104
429,Fri Dec 27 2013,7:00 pm,Oklahoma City Thunder,89,Charlotte Bobcats,85
430,Fri Dec 27 2013,10:30 pm,Phoenix Suns,86,Golden State Warriors,115
431,Fri Dec 27 2013,8:00 pm,Washington Wizards,98,Minnesota Timberwolves,120
432,Fri Dec 27 2013,8:00 pm,Denver Nuggets,89,New Orleans Pelicans,105
433,Fri Dec 27 2013,7:30 pm,Toronto Raptors,95,New York Knicks,83
434,Fri Dec 27 2013,7:00 pm,Detroit Pistons,92,Orlando Magic,109
435,Fri Dec 27 2013,10:00 pm,Miami Heat,103,Sacramento Kings,108
436,Fri Dec 27 2013,9:00 pm,Los Angeles Lakers,103,Utah Jazz,105
437,Sat Dec 28 2013,7:30 pm,Charlotte Bobcats,116,Atlanta Hawks,118
438,Sat Dec 28 2013,1:00 pm,Cleveland Cavaliers,100,Boston Celtics,103
439,Sat Dec 28 2013,8:00 pm,Dallas Mavericks,105,Chicago Bulls,83
440,Sat Dec 28 2013,8:00 pm,New Orleans Pelicans,98,Houston Rockets,107
441,Sat Dec 28 2013,7:00 pm,Brooklyn Nets,91,Indiana Pacers,105
442,Sat Dec 28 2013,10:30 pm,Utah Jazz,90,Los Angeles Clippers,98
443,Sat Dec 28 2013,8:00 pm,Denver Nuggets,99,Memphis Grizzlies,120
444,Sat Dec 28 2013,8:30 pm,Minnesota Timberwolves,117,Milwaukee Bucks,95
445,Sat Dec 28 2013,9:00 pm,Philadelphia 76ers,101,Phoenix Suns,115
446,Sat Dec 28 2013,10:00 pm,Miami Heat,108,Portland Trail Blazers,107
447,Sat Dec 28 2013,7:00 pm,New York Knicks,100,Toronto Raptors,115
448,Sat Dec 28 2013,7:00 pm,Detroit Pistons,82,Washington Wizards,106
449,Sun Dec 29 2013,6:00 pm,Golden State Warriors,108,Cleveland Cavaliers,104
450,Sun Dec 29 2013,9:30 pm,Philadelphia 76ers,111,Los Angeles Lakers,104
451,Sun Dec 29 2013,7:00 pm,Houston Rockets,86,Oklahoma City Thunder,117
452,Sun Dec 29 2013,6:00 pm,Atlanta Hawks,102,Orlando Magic,109
453,Sun Dec 29 2013,7:00 pm,Sacramento Kings,104,San Antonio Spurs,112
454,Mon Dec 30 2013,9:00 pm,Miami Heat,97,Denver Nuggets,94
455,Mon Dec 30 2013,7:30 pm,Washington Wizards,106,Detroit Pistons,99
456,Mon Dec 30 2013,10:30 pm,Phoenix Suns,107,Los Angeles Clippers,88
457,Mon Dec 30 2013,8:00 pm,Chicago Bulls,95,Memphis Grizzlies,91
458,Mon Dec 30 2013,8:00 pm,Dallas Mavericks,100,Minnesota Timberwolves,98
459,Mon Dec 30 2013,8:00 pm,Portland Trail Blazers,108,New Orleans Pelicans,110
460,Mon Dec 30 2013,9:00 pm,Charlotte Bobcats,80,Utah Jazz,83
461,Tue Dec 31 2013,1:00 pm,Atlanta Hawks,92,Boston Celtics,91
462,Tue Dec 31 2013,8:00 pm,Toronto Raptors,85,Chicago Bulls,79
463,Tue Dec 31 2013,7:00 pm,Sacramento Kings,110,Houston Rockets,106
464,Tue Dec 31 2013,3:00 pm,Cleveland Cavaliers,76,Indiana Pacers,91
465,Tue Dec 31 2013,10:30 pm,Milwaukee Bucks,94,Los Angeles Lakers,79
466,Tue Dec 31 2013,8:00 pm,Portland Trail Blazers,98,Oklahoma City Thunder,94
467,Tue Dec 31 2013,5:00 pm,Golden State Warriors,94,Orlando Magic,81
468,Tue Dec 31 2013,7:00 pm,Brooklyn Nets,92,San Antonio Spurs,113
470,Wed Jan 1 2014,9:00 pm,Philadelphia 76ers,114,Denver Nuggets,102
471,Wed Jan 1 2014,9:30 pm,Charlotte Bobcats,85,Los Angeles Clippers,112
472,Wed Jan 1 2014,8:00 pm,New Orleans Pelicans,112,Minnesota Timberwolves,124
473,Wed Jan 1 2014,7:00 pm,Indiana Pacers,82,Toronto Raptors,95
474,Wed Jan 1 2014,6:00 pm,Dallas Mavericks,87,Washington Wizards,78
475,Thu Jan 2 2014,8:00 pm,Boston Celtics,82,Chicago Bulls,94
476,Thu Jan 2 2014,7:00 pm,Orlando Magic,81,Cleveland Cavaliers,87
477,Thu Jan 2 2014,7:30 pm,Golden State Warriors,123,Miami Heat,114
478,Thu Jan 2 2014,8:00 pm,Brooklyn Nets,95,Oklahoma City Thunder,93
479,Thu Jan 2 2014,9:00 pm,Memphis Grizzlies,99,Phoenix Suns,91
480,Thu Jan 2 2014,10:00 pm,Charlotte Bobcats,104,Portland Trail Blazers,134
481,Thu Jan 2 2014,10:00 pm,Philadelphia 76ers,113,Sacramento Kings,104
482,Thu Jan 2 2014,8:30 pm,New York Knicks,105,San Antonio Spurs,101
483,Thu Jan 2 2014,9:00 pm,Milwaukee Bucks,87,Utah Jazz,96
484,Fri Jan 3 2014,7:30 pm,Golden State Warriors,101,Atlanta Hawks,100
485,Fri Jan 3 2014,7:30 pm,New Orleans Pelicans,95,Boston Celtics,92
486,Fri Jan 3 2014,8:30 pm,Los Angeles Clippers,119,Dallas Mavericks,112
487,Fri Jan 3 2014,9:00 pm,Memphis Grizzlies,108,Denver Nuggets,111
488,Fri Jan 3 2014,8:00 pm,New York Knicks,100,Houston Rockets,102
489,Fri Jan 3 2014,10:30 pm,Utah Jazz,99,Los Angeles Lakers,110
490,Fri Jan 3 2014,7:00 pm,Toronto Raptors,101,Washington Wizards,88
491,Sat Jan 4 2014,7:30 pm,Cleveland Cavaliers,82,Brooklyn Nets,89
492,Sat Jan 4 2014,8:00 pm,Atlanta Hawks,84,Chicago Bulls,91
493,Sat Jan 4 2014,7:00 pm,New Orleans Pelicans,82,Indiana Pacers,99
494,Sat Jan 4 2014,8:00 pm,Oklahoma City Thunder,115,Minnesota Timberwolves,111
495,Sat Jan 4 2014,7:00 pm,Miami Heat,110,Orlando Magic,94
496,Sat Jan 4 2014,9:00 pm,Milwaukee Bucks,100,Phoenix Suns,116
497,Sat Jan 4 2014,10:00 pm,Philadelphia 76ers,101,Portland Trail Blazers,99
498,Sat Jan 4 2014,10:00 pm,Charlotte Bobcats,113,Sacramento Kings,103
499,Sat Jan 4 2014,8:30 pm,Los Angeles Clippers,92,San Antonio Spurs,116
500,Sun Jan 5 2014,6:00 pm,Indiana Pacers,82,Cleveland Cavaliers,78
501,Sun Jan 5 2014,7:30 pm,New York Knicks,92,Dallas Mavericks,80
502,Sun Jan 5 2014,1:00 pm,Memphis Grizzlies,112,Detroit Pistons,84
503,Sun Jan 5 2014,9:30 pm,Denver Nuggets,137,Los Angeles Lakers,115
504,Sun Jan 5 2014,6:00 pm,Toronto Raptors,97,Miami Heat,102
505,Sun Jan 5 2014,7:00 pm,Boston Celtics,96,Oklahoma City Thunder,119
506,Sun Jan 5 2014,6:00 pm,Golden State Warriors,112,Washington Wizards,96
507,Mon Jan 6 2014,7:30 pm,Atlanta Hawks,86,Brooklyn Nets,91
508,Mon Jan 6 2014,10:30 pm,Orlando Magic,81,Los Angeles Clippers,101
509,Mon Jan 6 2014,7:00 pm,Minnesota Timberwolves,126,Philadelphia 76ers,95
510,Tue Jan 7 2014,7:00 pm,Washington Wizards,97,Charlotte Bobcats,83
511,Tue Jan 7 2014,8:00 pm,Phoenix Suns,87,Chicago Bulls,92
512,Tue Jan 7 2014,7:00 pm,Philadelphia 76ers,93,Cleveland Cavaliers,111
513,Tue Jan 7 2014,8:30 pm,Los Angeles Lakers,97,Dallas Mavericks,110
514,Tue Jan 7 2014,9:00 pm,Boston Celtics,98,Denver Nuggets,129
515,Tue Jan 7 2014,7:00 pm,Toronto Raptors,79,Indiana Pacers,86
516,Tue Jan 7 2014,8:00 pm,San Antonio Spurs,110,Memphis Grizzlies,108
517,Tue Jan 7 2014,7:30 pm,New Orleans Pelicans,88,Miami Heat,107
518,Tue Jan 7 2014,8:00 pm,Golden State Warriors,101,Milwaukee Bucks,80
519,Tue Jan 7 2014,7:30 pm,Detroit Pistons,85,New York Knicks,89
520,Tue Jan 7 2014,10:00 pm,Portland Trail Blazers,119,Sacramento Kings,123
521,Tue Jan 7 2014,9:00 pm,Oklahoma City Thunder,101,Utah Jazz,112
522,Wed Jan 8 2014,7:30 pm,Indiana Pacers,87,Atlanta Hawks,97
523,Wed Jan 8 2014,7:30 pm,Golden State Warriors,98,Brooklyn Nets,102
524,Wed Jan 8 2014,8:00 pm,Los Angeles Lakers,99,Houston Rockets,113
525,Wed Jan 8 2014,10:30 pm,Boston Celtics,105,Los Angeles Clippers,111
526,Wed Jan 8 2014,9:30 pm,Phoenix Suns,104,Minnesota Timberwolves,103
527,Wed Jan 8 2014,8:00 pm,Washington Wizards,102,New Orleans Pelicans,96
528,Wed Jan 8 2014,10:00 pm,Orlando Magic,94,Portland Trail Blazers,110
529,Wed Jan 8 2014,7:00 pm,Dallas Mavericks,90,San Antonio Spurs,112
530,Wed Jan 8 2014,7:00 pm,Detroit Pistons,91,Toronto Raptors,112
531,Thu Jan 9 2014,10:30 pm,Oklahoma City Thunder,88,Denver Nuggets,101
532,Thu Jan 9 2014,8:00 pm,Miami Heat,92,New York Knicks,102
533,Fri Jan 10 2014,7:30 pm,Houston Rockets,80,Atlanta Hawks,83
534,Fri Jan 10 2014,8:00 pm,Miami Heat,95,Brooklyn Nets,104
535,Fri Jan 10 2014,10:30 pm,Boston Celtics,97,Golden State Warriors,99
536,Fri Jan 10 2014,7:00 pm,Washington Wizards,66,Indiana Pacers,93
537,Fri Jan 10 2014,10:30 pm,Los Angeles Lakers,87,Los Angeles Clippers,123
538,Fri Jan 10 2014,8:00 pm,Phoenix Suns,99,Memphis Grizzlies,104
539,Fri Jan 10 2014,8:30 pm,Chicago Bulls,81,Milwaukee Bucks,72
540,Fri Jan 10 2014,8:00 pm,Charlotte Bobcats,92,Minnesota Timberwolves,119
541,Fri Jan 10 2014,8:00 pm,Dallas Mavericks,107,New Orleans Pelicans,90
542,Fri Jan 10 2014,7:00 pm,Detroit Pistons,114,Philadelphia 76ers,104
543,Fri Jan 10 2014,10:00 pm,Orlando Magic,83,Sacramento Kings,103
544,Fri Jan 10 2014,9:00 pm,Cleveland Cavaliers,113,Utah Jazz,102
545,Sat Jan 11 2014,8:00 pm,Charlotte Bobcats,97,Chicago Bulls,103
546,Sat Jan 11 2014,8:30 pm,New Orleans Pelicans,107,Dallas Mavericks,110
547,Sat Jan 11 2014,9:00 pm,Orlando Magic,94,Denver Nuggets,120
548,Sat Jan 11 2014,7:30 pm,Phoenix Suns,108,Detroit Pistons,110
549,Sat Jan 11 2014,8:00 pm,Milwaukee Bucks,85,Oklahoma City Thunder,101
550,Sat Jan 11 2014,7:30 pm,New York Knicks,102,Philadelphia 76ers,92
551,Sat Jan 11 2014,10:00 pm,Boston Celtics,104,Portland Trail Blazers,112
552,Sat Jan 11 2014,7:00 pm,Brooklyn Nets,80,Toronto Raptors,96
553,Sat Jan 11 2014,7:00 pm,Houston Rockets,114,Washington Wizards,107
554,Sun Jan 12 2014,6:00 pm,Atlanta Hawks,101,Memphis Grizzlies,108
555,Sun Jan 12 2014,6:00 pm,Cleveland Cavaliers,80,Sacramento Kings,124
556,Sun Jan 12 2014,7:00 pm,Minnesota Timberwolves,86,San Antonio Spurs,104
557,Mon Jan 13 2014,7:30 pm,Houston Rockets,104,Boston Celtics,92
558,Mon Jan 13 2014,8:00 pm,Washington Wizards,102,Chicago Bulls,88
559,Mon Jan 13 2014,8:30 pm,Orlando Magic,88,Dallas Mavericks,107
560,Mon Jan 13 2014,8:00 pm,San Antonio Spurs,101,New Orleans Pelicans,95
561,Mon Jan 13 2014,7:30 pm,Phoenix Suns,96,New York Knicks,98
562,Mon Jan 13 2014,7:00 pm,Milwaukee Bucks,94,Toronto Raptors,116
563,Mon Jan 13 2014,9:00 pm,Denver Nuggets,103,Utah Jazz,118
564,Tue Jan 14 2014,7:00 pm,New York Knicks,98,Charlotte Bobcats,108
565,Tue Jan 14 2014,7:00 pm,Sacramento Kings,92,Indiana Pacers,116
566,Tue Jan 14 2014,10:30 pm,Cleveland Cavaliers,120,Los Angeles Lakers,118
567,Tue Jan 14 2014,8:00 pm,Oklahoma City Thunder,87,Memphis Grizzlies,90
568,Wed Jan 15 2014,7:30 pm,Toronto Raptors,83,Boston Celtics,88
569,Wed Jan 15 2014,10:30 pm,Denver Nuggets,123,Golden State Warriors,116
570,Wed Jan 15 2014,10:30 pm,Dallas Mavericks,127,Los Angeles Clippers,129
571,Wed Jan 15 2014,8:00 pm,Memphis Grizzlies,82,Milwaukee Bucks,77
572,Wed Jan 15 2014,8:00 pm,Sacramento Kings,111,Minnesota Timberwolves,108
573,Wed Jan 15 2014,8:00 pm,Houston Rockets,103,New Orleans Pelicans,100
574,Wed Jan 15 2014,7:00 pm,Chicago Bulls,128,Orlando Magic,125
575,Wed Jan 15 2014,7:00 pm,Charlotte Bobcats,92,Philadelphia 76ers,95
576,Wed Jan 15 2014,9:00 pm,Los Angeles Lakers,114,Phoenix Suns,121
577,Wed Jan 15 2014,10:00 pm,Cleveland Cavaliers,96,Portland Trail Blazers,108
578,Wed Jan 15 2014,8:00 pm,Utah Jazz,105,San Antonio Spurs,109
579,Wed Jan 15 2014,7:00 pm,Miami Heat,97,Washington Wizards,114
580,Thu Jan 16 2014,3:00 pm,Brooklyn Nets,127,Atlanta Hawks,110
581,Thu Jan 16 2014,9:30 pm,Oklahoma City Thunder,104,Houston Rockets,92
582,Thu Jan 16 2014,7:00 pm,New York Knicks,89,Indiana Pacers,117
583,Fri Jan 17 2014,7:30 pm,Los Angeles Lakers,107,Boston Celtics,104
584,Fri Jan 17 2014,9:00 pm,Cleveland Cavaliers,117,Denver Nuggets,109
585,Fri Jan 17 2014,7:30 pm,Utah Jazz,110,Detroit Pistons,89
586,Fri Jan 17 2014,8:00 pm,Sacramento Kings,90,Memphis Grizzlies,91
587,Fri Jan 17 2014,7:00 pm,Los Angeles Clippers,109,New York Knicks,95
588,Fri Jan 17 2014,9:30 pm,Golden State Warriors,121,Oklahoma City Thunder,127
589,Fri Jan 17 2014,7:00 pm,Charlotte Bobcats,111,Orlando Magic,101
590,Fri Jan 17 2014,7:00 pm,Miami Heat,101,Philadelphia 76ers,86
591,Fri Jan 17 2014,9:00 pm,Dallas Mavericks,110,Phoenix Suns,107
592,Fri Jan 17 2014,8:30 pm,Portland Trail Blazers,109,San Antonio Spurs,100
593,Fri Jan 17 2014,7:00 pm,Minnesota Timberwolves,89,Toronto Raptors,94
594,Fri Jan 17 2014,7:00 pm,Chicago Bulls,93,Washington Wizards,96
595,Sat Jan 18 2014,7:30 pm,Miami Heat,104,Charlotte Bobcats,96
596,Sat Jan 18 2014,8:00 pm,Philadelphia 76ers,78,Chicago Bulls,103
597,Sat Jan 18 2014,8:30 pm,Portland Trail Blazers,127,Dallas Mavericks,111
598,Sat Jan 18 2014,8:00 pm,Milwaukee Bucks,104,Houston Rockets,114
599,Sat Jan 18 2014,7:00 pm,Los Angeles Clippers,92,Indiana Pacers,106
600,Sat Jan 18 2014,8:00 pm,Utah Jazz,72,Minnesota Timberwolves,98
601,Sat Jan 18 2014,8:00 pm,Golden State Warriors,97,New Orleans Pelicans,87
602,Sat Jan 18 2014,7:00 pm,Detroit Pistons,104,Washington Wizards,98
603,Sun Jan 19 2014,7:00 pm,Sacramento Kings,93,Oklahoma City Thunder,108
604,Sun Jan 19 2014,6:00 pm,Boston Celtics,91,Orlando Magic,93
605,Sun Jan 19 2014,8:00 pm,Denver Nuggets,103,Phoenix Suns,117
606,Sun Jan 19 2014,7:00 pm,Milwaukee Bucks,82,San Antonio Spurs,110
607,Sun Jan 19 2014,1:00 pm,Los Angeles Lakers,112,Toronto Raptors,106
608,Mon Jan 20 2014,5:30 pm,Miami Heat,114,Atlanta Hawks,121
609,Mon Jan 20 2014,2:00 pm,Toronto Raptors,95,Charlotte Bobcats,100
610,Mon Jan 20 2014,8:00 pm,Los Angeles Lakers,100,Chicago Bulls,102
611,Mon Jan 20 2014,1:00 pm,Dallas Mavericks,102,Cleveland Cavaliers,97
612,Mon Jan 20 2014,1:00 pm,Los Angeles Clippers,112,Detroit Pistons,103
613,Mon Jan 20 2014,10:30 pm,Indiana Pacers,102,Golden State Warriors,94
614,Mon Jan 20 2014,8:00 pm,Portland Trail Blazers,113,Houston Rockets,126
615,Mon Jan 20 2014,5:00 pm,New Orleans Pelicans,95,Memphis Grizzlies,92
616,Mon Jan 20 2014,2:30 pm,Brooklyn Nets,103,New York Knicks,80
617,Mon Jan 20 2014,2:00 pm,Philadelphia 76ers,99,Washington Wizards,107
618,Tue Jan 21 2014,7:30 pm,Orlando Magic,90,Brooklyn Nets,101
619,Tue Jan 21 2014,7:30 pm,Boston Celtics,86,Miami Heat,93
620,Tue Jan 21 2014,8:00 pm,Sacramento Kings,114,New Orleans Pelicans,97
621,Tue Jan 21 2014,8:00 pm,Portland Trail Blazers,97,Oklahoma City Thunder,105
622,Tue Jan 21 2014,9:00 pm,Minnesota Timberwolves,112,Utah Jazz,97
623,Wed Jan 22 2014,7:00 pm,Los Angeles Clippers,91,Charlotte Bobcats,95
624,Wed Jan 22 2014,7:00 pm,Chicago Bulls,98,Cleveland Cavaliers,87
625,Wed Jan 22 2014,8:00 pm,Sacramento Kings,98,Houston Rockets,119
626,Wed Jan 22 2014,8:00 pm,Detroit Pistons,101,Milwaukee Bucks,104
627,Wed Jan 22 2014,7:30 pm,Philadelphia 76ers,110,New York Knicks,106
628,Wed Jan 22 2014,7:00 pm,Atlanta Hawks,112,Orlando Magic,109
629,Wed Jan 22 2014,10:30 pm,Indiana Pacers,100,Phoenix Suns,124
630,Wed Jan 22 2014,8:00 pm,Oklahoma City Thunder,111,San Antonio Spurs,105
631,Wed Jan 22 2014,7:00 pm,Dallas Mavericks,85,Toronto Raptors,93
632,Wed Jan 22 2014,7:00 pm,Boston Celtics,113,Washington Wizards,111
